Root.organism.name,text
CLOSTRIDIUM,"Clostridium is a genus of Gram-positive bacteria belonging to the Firmicutes. They are obligate anaerobes capable of producing endospores.[1][2] Individual cells are rod-shaped, which gives them their name, from the Greek kloster or spindle. These characteristics traditionally defined the genus; but many species originally classified as Clostridium have been reclassified in other genera."
COCCIDIOIDES,"Coccidioides is a genus of dimorphic ascomycetes in the family Onygenaceae. Member species are the cause of coccidioidomycosis, also known as San Joaquin Valley fever, an infectious fungal disease largely confined to the Western Hemisphere and endemic in the Southwestern United States.[2] The host acquires the disease by respiratory inhalation of spores disseminated in their natural habitat. The causative agents of coccidioidomycosis are Coccidioides immitis and Coccidioides posadasii. Both C. immitas and C. posadasii are indistinguishable during laboratory testing and commonly referred in literature as Coccidioides.[3]"
COLIFORM,"Coliform bacteria are a commonly used bacterial indicator of sanitary quality of foods and water. They are defined as rod-shaped Gram-negative non-spore forming and motile or non-motile bacteria which can ferment lactose with the production of acid and gas when incubated at 35-37 degrees C.[1] Coliforms can be found in the aquatic environment, in soil and on vegetation; they are universally present in large numbers in the feces of warm-blooded animals. While coliforms themselves are not normally causes of serious illness, they are easy to culture, and their presence is used to indicate that other pathogenic organisms of fecal origin may be present. Such pathogens include disease-causing bacteria, viruses, or protozoa and many multicellular parasites. Coliform procedures are performed in aerobic or reduced oxygen conditions.
Typical genera include:[2]
Citrobacter,
Enterobacter
Hafnia
Klebsiella
Fecal coliform:
Escherichia
Escherichia coli (E. coli), a rod-shaped member of the coliform group, can be distinguished from most other coliforms by its ability to ferment lactose at 44 degrees C in the fecal coliform test, and by its growth and color reaction on certain types of culture media. When cultured on an eosin methylene blue (EMB) plate, a positive result for E. coli is metallic green colonies on a dark purple media. Escherichia coli have an incubation period of 12-72 hours with the optimal growth temperature being 30-37 degrees C. Unlike the general coliform group, E. coli are almost exclusively of fecal origin and their presence is thus an effective confirmation of fecal contamination. Most strains of E. coli are harmless, but some can cause serious illness in humans. Infection symptoms and signs include bloody diarrhea, stomach cramps, vomiting and occasionally, fever. The bacteria can also cause pneumonia, other respiratory illnesses and urinary tract infections.[3][4]
An easy way to differentiate between different types of coliform bacteria is by using an Eosin Methylene Blue Agar plate. This plate is partially inhibitory to Gram (+) bacteria, and will produce a color change in the Gram (-) bacterial colonies based on lactose fermentation abilities. Strong lactose fermenters will appear as dark blue/purple/black, and E.coli (which also ferments lactose) colonies will be dark colored, but will also appear to have a metallic green sheen. Other coliform bacteria will appear as thick, slimy colonies, with non-fermenters being colorless, and weak fermenters being pink."
COLLINSELLA,"Collinsella is a genus of Actinobacteria, in the family Coriobacteriaceae."
COMAMONAS,"The Comamonas are a genus of Proteobacteria .[1] Like all Proteobacteria, they are Gram-negative bacteria. The Comamonas are aerobic organism and motile by using bipolar or polar tufts of 1-5 agella."
CORONAVIRUS,"Coronaviruses are species in the genera of virus belonging to one of two subfamilies Coronavirinae and Torovirinae in the family Coronaviridae, in the order Nidovirales.[1][2] Coronaviruses are enveloped viruses with a positive-sense RNA genome and with a nucleocapsid of helical symmetry. The genomic size of coronaviruses ranges from approximately 26 to 32 kilobases, extraordinarily large for an RNA virus.
The name ""coronavirus"" is derived from the Latin corona, meaning crown or halo, and refers to the characteristic appearance of virions under electron microscopy (E.M.) with a fringe of large, bulbous surface projections creating an image reminiscent of a royal crown or of the solar corona. This morphology is created by the viral spike (S) peplomers, which are proteins that populate the surface of the virus and determine host tropism.
Proteins that contribute to the overall structure of all coronaviruses are the spike (S), envelope (E), membrane (M) and nucleocapsid (N). In the specific case of the SARS coronavirus (see below), a defined receptor-binding domain on S mediates the attachment of the virus to its cellular receptor, angiotensin-converting enzyme 2 (ACE2).[3] Some coronaviruses (specifically the members of Betacoronavirus subgroup A) also have a shorter spike-like protein called hemagglutinin esterase (HE).[1]"
CORYNEBACTERIUM,"Corynebacterium is a genus of Gram-positive, aerobe, rod-shaped bacteria. They are widely distributed in nature and are mostly innocuous.[1] Some are useful in industrial settings such as C. glutamicum.[2] Others can cause human disease, including most notably diphtheria which is caused by C. diphtheriae."
COWPOX,"Cowpox is an infectious disease caused by the cowpox virus. The virus, part of the orthopoxvirus family, is closely related to the vaccinia virus. The virus is zoonotic, meaning that it is transferable between species, such as from animal to human. The transferral of the disease was first observed in dairymaids who touched the udders of infected cows and consequently developed the signature pustules on their hands.[1] Cowpox is more commonly found in animals other than bovines, such as rodents. Cowpox is similar to, but much milder than, the highly contagious and often deadly smallpox disease.[1] Its close resemblance to the mild form of smallpox inspired the first smallpox vaccine, created and administered by English physician Edward Jenner.[2]
The word –vaccination,” coined by Jenner in 1796,[2] is derived from the Latin root vaccinus, meaning of or from the cow.[3] Once vaccinated, a patient develops antibodies that make him/her immune to cowpox, but they also develop immunity to the smallpox virus, or Variola virus. The cowpox vaccinations and later incarnations proved so successful that in 1980, the World Health Organization announced that smallpox was the first disease to be eradicated by vaccination efforts worldwide.[3] Other orthopox viruses remain prevalent in certain communities and continue to infect humans, such as the cowpox virus (CPXV) in Europe, vaccinia in Brazil, and monkeypox virus in Central and West Africa."
COXIELLA,"Coxiella refers to a genus of Gram-negative bacteria in the family Coxiellaceae. It is named after Harold Herald Rea Cox (1907-1986), an American bacteriologist. It is one of the Gammaproteobacteria.[1]
Coxiella burnetii is the only member of this genus. It is an intracellular bacterium and it survives within the phagolysosomes of its host. It causes Q fever.
Treatment: 1st Generation cephalosporin"
CRONOBACTER,"Cronobacter is a genus of Gram-negative, facultatively anaerobic, oxidase-negative, catalase-positive, rod-shaped bacteria of the family Enterobacteriaceae. They are generally motile, reduce nitrate, use citrate, hydrolyze esculin and arginine, and are positive for L-ornithine decarboxylation. Acid is produced from D-glucose, D-sucrose, D-raffinose, D-melibiose, D-cellobiose, D-mannitol, D-mannose, L-rhamnose, L-arabinose, D-trehalose, galacturonate and D-maltose. Cronobacter spp. are also generally positive for acetoin production (Voges-Proskauer test) and negative for the methyl red test, indicating 2,3-butanediol rather than mixed acid fermentation. The type species of the genus Cronobacter is Cronobacter sakazakii comb. nov. The genome of one strain of Cronobacter sakazakii (BAA-894) has been sequenced and annotated.[3] According to multilocus sequence analysis (MLSA) the genus originated ~40 MYA, and the most clinically significant species, C. sakazakii, was distinguishable ~15-23 MYA. .[4]"
CRYPTOCOCCUS,"Cryptococcus (Greek for ""hidden sphere"") is a genus of fungus. These fungi grow in culture as yeasts. The sexual forms or teleomorphs of Cryptococcus species are filamentous fungi in the genus Filobasidiella. The name Cryptococcus is used when referring to the yeast states of the fungi."
CRYPTOSPORIDIUM,"Cryptosporidium is a genus of apicomplexan protozoans that can cause gastrointestinal illness with diarrhea in humans. Cryptosporidium is the organism most commonly isolated in HIV-positive patients presenting with diarrhea. Treatment is symptomatic, with fluid rehydration, electrolyte correction and management of any pain. Cryptosporidium oocysts are 4-6 micrometres in diameter and exhibit partial acid-fast staining. They must be differentiated from other partially acid-fast organisms including Cyclospora cayetanensis."
CUNNINGAMELLA,"Cunninghamella is a genus of fungi in the order Mucorales, and the family Cunninghamellaceae.[2] The genus was circumscribed by French mycologist Alphonse Louis Paul Matruchot in 1903.[3]"
CUPRIAVIDUS,"Cupriavidus is a genus of bacteria that includes the former genus Wautersia.[1] They are characterized as Gram-negative, motile, rod-shaped organisms with oxidative metabolism. They possess peritrichous _agella, are obligate aerobic organisms, and are chemoorganotrophic or chemolithotrophic. Resistance to metals (including copper) has been described. These organisms have been found in both soil and in clinical isolates.[2]"
CYCLOSPORA,"Cyclospora is a genus of apicomplexan parasites. It includes the species Cyclospora cayetanensis, the causative agent of cyclosporiasis.[1]"
DELFTIA,Delftia is a genus of Comamonad bacteria.
DERMABACTER,No entry
DERMACENTOR,"Dermacentor is a genus of ticks in the family Ixodidae, the hard ticks. The genus has a cosmopolitan distribution, with native species on all continents except Australia. Most occur in the Nearctic ecozone.[2]
Hosts of Dermacentor ticks include many large and small mammals, including horses, deer, cattle, lagomorphs, peccaries, porcupines, tapirs, desert bighorn sheep, and humans.[2] The American dog tick (D. variabilis) is a member of the genus.[3]
Dermacentor are vectors of many pathogens, including Rickettsia rickettsii, which causes the disease Rocky Mountain spotted fever, Coxiella burnetii, which causes Q fever, Anaplasma marginale, which causes anaplasmosis in cattle, Francisella tularensis, which causes tularemia, Babesia caballi, which causes equine piroplasmosis, and the Flavivirus that causes Powassan encephalitis.[2] Dermacentor ticks inject a neurotoxin that causes tick paralysis.[2]"
DESULFOVIBRIO,"Desulfovibrio is a genus of Gram-negative sulfate-reducing bacteria. Desulfovibrio species are commonly found in aquatic environments with high levels of organic material, as well as in water-logged soils, and form major community members of extreme oligotrophic habitats such as deep granitic fractured rock aquifers.
Like other sulfate-reducing bacteria, Desulfovibrio was long considered to be obligately anaerobic. This is not strictly correct: while growth may be limited, these bacteria can survive in O2-rich environments. These types of bacteria are known as aerotolerant.
Some Desulfovibrio species have in recent years been shown to have bioremediation potential for toxic radionuclides such as uranium by a reductive bioaccumulation process."
DF-2 (CDC GROUP),"Capnocytophaga canimorsus is a fastidious, slow-growing Gram-negative rod of the genus Capnocytophaga.[1][2] It is a commensal bacterium in the normal gingival flora of canine and feline species. Transmission may occur through bites, licks,or even close proximity with animals.[3] C. canimorsus generally has low virulence in healthy individuals,[4] but has been observed to cause severe illness in persons with pre-existing conditions.[5] The pathogenesis of C. canimorsus is still largely unknown, but increased clinical diagnoses have fostered an interest in the bacillus. Treatment with antibiotics is effective in most cases, but the most important yet basic diagnostic tool available to clinicians remains the knowledge of recent exposure to canines or felines.[3] Very little is known about the pathogenesis of this zoonotic pathogen."
DIALISTER,Dialister is a genus of Firmicutes bacteria classified within the class Negativi
DICROCOELIUM,"Liver flukes are parasites. They are a polyphyletic group of trematodes (phylum Platyhelminthes). Adults of liver flukes are localized in the liver of various mammals, including humans. These flatworms can occur in bile ducts, gallbladder, and liver parenchyma. They feed on blood. Adult flukes produce eggs which are passed into the intestine. It depends on two intermediate hosts (a snail and a fish) to complete its life cycle.
Examples include:
Clonorchis sinensis (the ""Chinese liver fluke"" or the ""Oriental liver fluke"")
Dicrocoelium dendriticum (lancet liver fluke)
Dicrocoelium hospes
Fasciola hepatica (the ""sheep liver fluke"")
Fascioloides magna (the ""giant liver fluke"")
Fasciola gigantica
Fasciola jacksoni
Metorchis conjunctus
Metorchis albidus
Protofasciola robusta
Parafasciolopsis fasciomorphae
Opisthorchis viverrini (Southeast Asian liver fluke)
Opisthorchis felineus (cat liver fluke).
Opisthorchis guayaquilensis"
DIENTAMOEBA,"Dientamoeba fragilis is a single-celled parasite found in the gastrointestinal tract of some humans, pigs and gorillas. It causes gastrointestinal upset in some people, but not in others.[1] It is an important cause of travellers diarrhoea, chronic diarrhoea, fatigue and, in children, failure to thrive."
DIPHTHEROIDES,No entry
DIPHYLLOBOTHRIUM,"Diphyllobothrium is a genus of tapeworm which can cause Diphyllobothriasis in humans through consumption of raw or undercooked fish. The principal species causing diphyllobothriosis is Diphyllobothrium latum, known as the broad or fish tapeworm, or broad fish tapeworm. D. latum is a pseudophyllid cestode that infects fish and mammals. D. latum is native to Scandinavia, western Russia, and the Baltics, though it is now also present in North America, especially the Pacific Northwest. In Far East Russia, D. klebanovskii, having Pacific salmon as its second intermediate host, was identified.[1] Other members of the genus Diphyllobothrium include Diphyllobothrium dendriticum (the salmon tapeworm), which has a much larger range (the whole northern hemisphere), D. pacificum, D. cordatum, D. ursi, D. lanceolatum, D. dalliae, and D. yonagoensis, all of which infect humans only infrequently. In Japan, the most common species in human infection is D. nihonkaiense, which was only identified as a separate species from D. latum in 1986.[2] More recently, a molecular study found D. nihonkaiense and D. klebanovskii to be a single species.[3]"
DIPTERA,"True flies are insects of the order Diptera (from the Greek di = two, and ptera = wings). The most obvious distinction from other orders of insects is that a typical fly possesses a pair of flight wings on the mesothorax and a pair of halteres, derived from the hind wings, on the metathorax. (Some species of flies are exceptional in that they are secondarily flightless.) The only other order of insects bearing two true, functional wings plus any form of halteres are the Strepsiptera, and in contrast to the flies, the Strepsiptera bear their halteres on the mesothorax and their flight wings on the metathorax."
DIPYLIDIUM,No entry
DIROFILARIA,"Dirofilaria is a genus of roundworm (nematodes). These worms cause Dirofilariasis in humans defined as infection by filarial nematodes of the genus Dirofilaria.
Two subgenera, Dirofilaria (Dirofilaria) species and Dirofilaria (Nochtiella) species are recognized. Dirofilaria (Dirofilaria) immitis is the most frequent agent of pulmonary dirofilariasis. Although D. (Dirofilaria) immitis primarily causes lung lesions, it has, on rare occasion caused intra-abdominal infection and even subcutaneous nodules. Approximately 20 species of Dirofilaria are in the subgenus Nochtiella; of these, Dirofilaria (Nochtiella) repens, Dirofilaria (Nochtiella) tenuis, and Dirofilaria (Nochtiella) striata have produced human infection, while Dirofilaria (Nochtiella) ursi-like infections that represent either D. (Nochtiella) ursi or Dirofilaria (Nochtiella) subdermata, or both, rarely can cause human infections. Most human infections by members of the subgenus Nochtiella are D. (Nochtiella) tenuis in the western hemisphere and D (Nochtiella) repens in the eastern hemisphere.[1]
These worms are natural parasites of other, non-human, mammals. In humans, there are two forms of the disease (a) pulmonary dirofilariasis caused primarily by Dirofilaria immitis (the dog heartworm), and (b) subcutaneous dirofilariasis caused primarily by D. tenuis and D. repens, parasites of the raccoon and of dogs and cats respectively; and by D. ursi from the bear. Humans are poor hosts for all Dirofilaria species such that in humans, the worm usually dies before reaching sexual maturity and does not release viable microfilariae.
Dirofilaria immitis is a common parasite of dogs (and some other carnivores) in many parts of the world. It is a considerable veterinary problem, particularly in the USA and Japan. In the dog, adult worms lie coiled in tangled masses in the right ventricle of the heart. The microfilariae circulate in the blood and are transmitted by mosquitoes.
Humans are aberrant hosts for D. immitis, who probably become infected via contaminated mosquitoes. The parasites locate in the right ventricle but fail to mature and die. They are then swept into the pulmonary arteries where they impact and form the nidus of a thrombus. Most human cases are reported from the USA, Japan, and Australia. There is no proof that mature worms of D. immitis or their microfilariae ever develop in humans.
D. tenuis is a subcutaneous parasite of the raccoon. Humans are an abnormal host, in whom gravid female worms have, on rare occasions, been found in the subcutaneous tissue, although without viable microfilariae outside the worm.
D. repens is a subcutaneous parasite of dogs and cats in Europe, Africa, and Asia and probably accounts for incidental infections in humans in these areas.
Both D. tenuis and D. repens are spread by mosquitos. Both parasites present as subcutaneous nodules which develop over several weeks and are variously tender, painful, red, and sometimes migratory. They develop in the conjunctiva, the eyelid, scrotum, breast, arms, or legs. Rarely, D. repens produces pulmonary lesions similar to D. immitis.[2]"
DRACUNCULUS,"Dracunculus is a genus of spiruroid nematode parasites in the family Dracunculidae. Some species infest humans and alter their hostsê behaviour in a way that supports the wormês reproductive cycle. Dracunculus causes a blister to form on the host, often on the foot or lower leg, causing severe pain and a boiling sensation. This will cause the human host to dip the affected area in water to sooth the pain which will cause the blister to burst, allowing reproductive larvae into the water where they can await the next host to infect.
The worms can reach a metre in length. If one simply pulls off the protruding head of the worm, the worm will break and leak high levels of foreign antigen which can lead to anaphylactic shock and fast death of the host. Hence it is important to remove the worm slowly (over a period of weeks). This is typically undertaken by winding the worm onto a stick (say, a matchstick), by a few centimetres each day."
ECHINOCOCCUS,"The genus Echinococcus includes six parasite species of cyclophyllid tapeworms to date, of the family Taeniidae. Infection with Echinococcus results in hydatid disease, also known as echinococcosis.
Echinococcus is triploblastic - it has three layers- outermost ectoderm, middle mesoderm, and inner endoderm. An anus is absent, and it has no digestive system. Its body is covered by tegument and the worm is divided into a scolex, a short neck, and three to six proglottids. Its body shape is ribbon-like.
In humans, this causes a disease called echinococcosis. The three types of echinococcosis are cystic echinococcosis caused by E. granulosus, alveolar echinococcosis caused by E. multilocularis, and polycystic echinococcosis caused by E. vogeli or E. oligarthrus.[1] A worm'sincubation period is usually long and can be up to 50 years. Cystic echinococcosis is mostly found in South and Central America, Africa, the Middle East, China, Italy, Spain, Greece, Russia, and the western United States (Arizona, New Mexico, and California).
Echinococcosis is a zoonosis; humans are dead-end hosts. The definitive hosts are carnivorous predators - dogs, wolves, foxes, and lions. The adult tapeworm lives in their small intestines and delivers eggs to be excreted with the stool. The intermediate hosts are infected by ingesting eggs. Sheep, goats, cattle, camels, pigs, wild herbivores, and rodents are the usual intermediate hosts, but humans can also be infected.
The egg hatches in the digestive system of the intermediate host, producing a planula larva. It penetrates the intestinal wall and is carried by bloodstream to liver, lung, brain, or another organ. It settles there and turns into a bladder-like structure called hydatid cyst. From the inner lining of its wall, protoscoleces (i.e. scoleces with invaginated tissue layers) bud and protrude into the fluid filling the cyst.
After the death of the normal intermediate host, its body can be eaten by carnivores suitable as definitive hosts. In their small intestines, protoscoleces turn inside out, attach, and give rise to adult tapeworms, completing the lifecycle. In humans, the cysts persist and grow for years. They are regularly found in the liver (and every possible organ: spleen, kidney, bone, brain, tongue and skin) and are asymptomatic until their growing size produces symptoms or are accidentally discovered. Disruption of the cysts (spontaneous or iatrogenic e.g. liver biopsy) can be life-threatening due to anaphylactic shock.
Cysts are detected with ultrasound, X-ray computed tomography, or other imaging techniques. Antiechinococcus antibodies can be detected with serodiagnostic tests - indirect fluorescent antibody, complement fixation, ELISA, Western blot, and other methods.[2]
"
EDWARDSIELLA,"Edwardsiella is a Gram-negative, fermentative genus of bacteria of the family Enterobacteriaceae.[1] It was first discovered in snakes in 1962."
EGGERTHELLA,"Eggerthella is a bacterial genus of Actinobacteria, in the family Coriobacteriaceae. Members of this genus are anaerobic, non-sporulating, non-motile, Gram-positive bacilli that grow singly, as pairs, or in short chains. They are found in the human colon and feces and have been implicated as a cause of ulcerative colitis, liver and anal abscesses and systemic bacteremia.[1][2]
The type strain for this genus, Eggerthella lenta, was known as Eubacterium lentum prior to 1999.[3][4] The genus is named for Arnold Eggerth, who first described the organism in 1935.[5]"
EHRLICHIA,"Ehrlichia is a genus of rickettsiales bacteria that is transmitted to vertebrates by ticks. This disease is considered zoonotic, because the main reservoir for the disease is animals.
Ehrlichia are obligately intracellular pathogens and are transported between cells through the host cell filopodia during initial stages of infection, whereas, in the final stages of infection the pathogen ruptures the host cell membrane.[2]"
EIKENELLA,"Eikenella corrodens is a fastidious Gram-negative facultative anaerobic bacillus. It was first identified by M. Eiken in 1958, who called it Bacteroides corrodens.[1]"
ELIZABETHKINGIA,"Elizabethkingia meningoseptica is a Gram negative rod shaped bacteria widely distributed in nature (e.g. fresh water, salt water, or soil). It may be normally present in fish and frogs but is not normally present in the human microflora. In 1959 American bacteriologist Elizabeth O. King (who isolated Kingella in 1960), was studying unclassified pediatric-meningitis associated bacteria at the CDC in Atlanta, when she isolated an organism (CDC group IIa) that she named Flavobacterium meningosepticum (Flavobacterium means ""the yellow bacillus"" in Latin; meningosepticum likewise means ""associated with meningitis and sepsis"").[1] In 1994, it was reclassified in the genus Chryseobacterium and renamed Chryseobacterium meningosepticum[2](chryseos = ""golden"" in Greek, so Chryseobacterium means a golden/yellow rod similar to Flavobacterium). In 2005, a 16S rRNA phylogenetic tree of Chrysobacteria showed that C. meningosepticum along with C. miricola (which was reported to have been isolated from Russian space station Mir in 2001 and placed in the genus Chrysobacterium in 2003[3]) were close to each other but outside the tree of the rest of the Chryseobacteria and were then placed in a new genus Elizabethkingia named after the original discoverer of F. meningosepticum.[4]"
EMPEDOBACTER,No entry
ENDOLIMAX,"Endolimax is a genus of amoebozoa[1] that are found in the intestines of various animals, including the species E. nana found in humans. Originally thought to be non-pathogenic, studies suggest it can cause intermittent or chronic diarrhea.[2][3] Additionally, it is very significant in medicine because it can provide false positives for other tests, notably the similar species Entamoeba histolytica, the pathogen responsible for amoebic dysentery, and because its presence indicates the host has consumed fecal material. It forms cysts with four nuclei which excyst in the body and become trophozoites. Endolimax nana nuclei have a large endosome somewhat off-center and small amounts of visible chromatin or none at all."
ENGYDONTIUM,No entry
ENTAMOEBA,"Entamoeba is a genus of Amoebozoa found as internal parasites or commensals of animals.
In 1875, Fedor Losch described the first proven case of amoebic dysentery in St Petersburg, Russia. He referred to the amoeba he observed microscopically as 'Amoeba coli'; however it is not clear whether he was using this as a descriptive term or intended it as a formal taxonomic name.[1] The genus Entamoeba was defined by Casagrandi and Barbagallo for the species Entamoeba coli, which is known to be a commensal organism.[2] Losch's organism was renamed Entamoeba histolytica by Fritz Schaudinn in 1903; he later died, in 1906, from a self-inflicted infection when studying this amoeba. For a time during the first half of the 20th century the entire genus Entamoeba was transferred to Endamoeba, a genus of amoebas infecting invertebrates about which little is known. This move was reversed by the International Commission on Zoological Nomenclature in the late 1950s, and Entamoeba has stayed 'stable' ever since."
ENTEROBACTER,"Enterobacter is a genus of common Gram-negative, facultatively anaerobic, rod-shaped, non-spore-forming bacteria of the family Enterobacteriaceae. Several strains of these bacteria are pathogenic and cause opportunistic infections in immunocompromised (usually hospitalized) hosts and in those who are on mechanical ventilation. The urinary and respiratory tracts are the most common sites of infection. The genus Enterobacter is a member of the coliform group of bacteria. It does not belong to the fecal coliforms (or thermotolerant coliforms) group of bacteria, unlike Escherichia coli, because it is incapable of growth at 44.5 degrees C in the presence of bile salts. Some of them showed quorum sensing properties as reported before [1][2]
Two clinically important species from this genus are E. aerogenes and E. cloacae."
ENTEROBIUS,"The pinworm (genus Enterobius), also known as threadworm (in the United Kingdom and Australia) or seatworm, is a parasitic worm. It is a nematode (roundworm) and a common intestinal parasite or helminth, especially in humans.[5] The medical condition associated with pinworm infestation is known as enterobiasis[6] (a type of helminthiasis) or less precisely as oxyuriasis in reference to the family Oxyuridae.[7]
Throughout this article, the word ""pinworm"" refers to Enterobius. In British usage, however, pinworm refers to Strongyloides, while Enterobius is called threadworm.[8]"
ENTEROCOCCUS,"Enterococcus is a large genus of lactic acid bacteria of the phylum Firmicutes. Enterococci are Gram-positive cocci that often occur in pairs (diplococci) or short chains, and are difficult to distinguish from streptococci on physical characteristics alone.[2] Two species are common commensal organisms in the intestines of humans: E. faecalis (90-95%) and E. faecium (5-10%). Rare clusters of infections occur with other species, including E. casseliflavus, E. gallinarum, and E. raffinosus.[2]"
ENTEROVIRUS,"Enteroviruses are a genus of positive-sense single-stranded RNA viruses associated with several human and mammalian diseases. Serologic studies have distinguished 71 human enterovirus serotypes on the basis of antibody neutralization tests. Additional antigenic variants have been defined within several of the serotypes on the basis of reduced or nonreciprocal cross-neutralization between variant strains. On the basis of their pathogenesis in humans and animals, the enteroviruses were originally classified into four groups, polioviruses, Coxsackie A viruses (CA), Coxsackie B viruses (CB), and echoviruses, but it was quickly realized that there were significant overlaps in the biological properties of viruses in the different groups. Enteroviruses isolated more recently are named with a system of consecutive numbers: EV68, EV69, EV70, EV71, etc.[1]
Enteroviruses affect millions of people worldwide each year, and are often found in the respiratory secretions (e.g., saliva, sputum, or nasal mucus) and stool of an infected person. Historically, poliomyelitis was the most significant disease caused by an enterovirus, poliovirus. There are 64 non-polio enteroviruses that can cause disease in humans: 23 Coxsackie A viruses, 6 Coxsackie B viruses, 28 echoviruses, and 5 other enteroviruses.[2] Poliovirus, as well as coxsackie and echovirus are spread through the fecal-oral route. Infection can result in a wide variety of symptoms ranging from mild respiratory illness (common cold), hand, foot and mouth disease, acute hemorrhagic conjunctivitis, aseptic meningitis, myocarditis, severe neonatal sepsis-like disease, and acute flaccid paralysis.[2]"
EPIDERMOPHYTON,"Epidermophyton is a genus of fungus causing superficial and cutaneous mycoses, including E. floccosum, and causes tinea corporis (ringworm), tinea cruris (jock itch), tinea pedis (athleteês foot), and tinea unguium (fungal infection of the nail bed)."
ERWINIA,"Erwinia is a genus of Enterobacteriaceae bacteria containing mostly plant pathogenic species which was named for the famous plant pathologist, Erwin Frink Smith. It contains gram-negative bacteria related to Escherichia coli, Shigella, Salmonella and Yersinia. They are primarily rod-shaped bacteria.
Many infect woody plants. A well-known member of this genus is the species E. amylovora, which causes fire blight on apples, pears, and other Rosaceae crops; E. tracheiphila on the other hand causes bacterial wilt of cucurbits. Other familiar species, such as E. carotovora (another major cause of plant diseases), are more distantly related to the fire blight bacterium, and been moved to genera Brenneria, Dickeya and Pectobacterium.[1] Two-dimensional polyacrylamide gel electrophoresis of the secreted proteins of Erwinia carotovora subsp. atroseptica revealed a low-abundance protein that was identified by mass spectrometry as a homologue of a Xanthomonas campestris avirulence protein with unknown function. The predicted Svx protein has an N-terminal signal sequence and zinc binding-region signature, and the mature protein is post-translationally modified. A 2D difference gel electrophoresis (DIGE) showed that the protein is secreted by the type II (out) secretion apparatus, which is also responsible for the secretion of the major known virulence factors, PelC and CelV. Transcription of the svx gene is under Nacyl- homoserine lactone-mediated quorum-sensing control. The svx gene was inactivated by transposon insertion. The mutant showed a decrease in virulence in potato plant assays, demonstrating a role for Svx in the pathogenicity of E. carotovora subsp. atroseptica. These results show that Svx is a previously unidentified virulence determinant which is secreted by the out machinery and is regulated by quorum sensing, two systems employed by several other virulence factors. Thus, the type II secretory machine is a conduit for virulence factors other than the main pectinnases and cellulase in E. carotovora subsp. atroseptica.[2]"
ERYSIPELOTHRIX,"Erysipelothrix is a genus of bacteria containing three species.[1] ""The hallmark of Erysipelothrix is the presence of a type B cell wall, in which the peptide bridge is formed between amino acids at positions 2 and 4 of adjacent peptide side-chains and not, as in the vast majority of bacteria, between amino acids at positions 3 and 4.""[1]
The best known species is Erysipelothrix rhusiopathiae, which causes erysipelas of swine and other animal diseases. The other two species are apparently not pathogenic.[1] Erysipelothrix tonsillarum was described in 1987.[2] Erysipelothrix inopinata was described in 2004. These two species have been isolated from the tonsils of healthy pigs.[1] The new family Erysipelotrichidae was erected to contain this genus.[1]
These bacteria are Gram-positive. They can be mistaken for Gram-negative bacteria during analysis because they lose their staining easily. They are not acid-fast. They are slender, nonmotile rod-shaped bacteria. They are straight or slightly curved and can appear long and filamentous. They exist singly, in V-shaped pairs, or in short chains. They are aerobic to facultatively anaerobic.[3]"
ESCHERICHIA,"Escherichia is a genus of Gram-negative, non-spore forming, facultatively anaerobic, rod-shaped bacteria from the family Enterobacteriaceae.[1] In those species which are inhabitants of the gastrointestinal tracts of warm-blooded animals, Escherichia species provide a portion of the microbially derived vitamin K for their host. A number of the species of Escherichia are pathogenic.[2] The genus is named after Theodor Escherich, the discoverer of Escherichia coli."
EUBACTERIUM,"Eubacterium could be either a Gram-positive or Gram-negative bacteria genus in the family Eubacteriaceae. These bacteria are characterised by a rigid cell wall. They may either be motile or non-motile. If motile, they have a flagellum. A typical flagellum consists of a basal body, filament, and hook. The long filament is the organ which helps eubacteria move.
Gram-positive bacteria have a thick proteoglycan layer and uptake violet gram-stain (whereas gram-negative bacteria have a thinner proteoglycan layer which is surrounded by a layer of immune-response-inducing lipopolysaccharide, and do not uptake gram-stain). Species from this genus have been isolated from women with bacterial vaginosis.[2]"
EWINGELLA,"Ewingella americana is a Gram-negative rod, and the only species in the genus Ewingella. It was first identified and characterized in 1983. Ewingella is in the family Enterobacteriaceae. The organism is rarely reported as a human pathogen, though it has been isolated from a variety of clinical specimens, including wounds, sputum, urine, stool, blood, synovial fluid,[1] conjunctiva and peritoneal dialysate.[2] The bacterium is named in honor of William H. Ewing, an American biologist who contributed to modern taxonomy."
